Negocio|Nombre negocio|Gen|Nombre Gen|Uen|Nombre de la uen|Sublinea|Nomb Sublinea|Cat|Desc_Categoria|Subc|Desc_Subcategoria|Nom abreviado|Segmento|Desc_Segmento|Tipo unidad de medida|Unidad PUM|Descripción PUM                                                                                       
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |005|MATERIAL DE EMPAQUE Y MARCADA |00006|MAT.DE EMPAQUE SECCIONES ESP  |0006|MAT.EMPAQUE SECC.ESPEC.OPERACI|M.E.S.ES.O|0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |005|MATERIAL DE EMPAQUE Y MARCADA |00007|MATERIAL DE EMPAQUE CEDI      |0007|MATERIAL DE EMPAQUE CEDI      |MAT.EMPAQ.|0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |005|MATERIAL DE EMPAQUE Y MARCADA |00505|MATERIAL EMPAQUE FRESCOS      |0510|EMP.SEC.ESPC.FRESCOS IVA DESCO|EMP.SEC FR|0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |005|MATERIAL DE EMPAQUE Y MARCADA |00510|MAT.DE EMPAQUE PUESTO PAGO C.I|1004|MAT.DE EMP. PUESTOS PAGO C.INM|M.EMPAQUE |0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |005|MATERIAL DE EMPAQUE Y MARCADA |00510|MAT.DE EMPAQUE PUESTO PAGO C.I|1007|MAT.EMPAQUE CEDI COM.INMEDIATA|MAT.EMPAQ.|0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |005|MATERIAL DE EMPAQUE Y MARCADA |00510|MAT.DE EMPAQUE PUESTO PAGO C.I|1009|                              |          |0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |005|MATERIAL DE EMPAQUE Y MARCADA |00515|EM.SEC FRESCO IVA PRORRATEABLE|1501|EMP.SEC.ESPEC.FRESCOS IVA PROR|EMP.SEC FR|0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |005|MATERIAL DE EMPAQUE Y MARCADA |00520|MATERIAL MARCADA FRESCOS      |2001|MATERIAL MARCADA FRESCOS      |M.MARCADA |0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |005|MATERIAL DE EMPAQUE Y MARCADA |00599|GRUPO GENERICO SUBLINEA 5     |9999|GRUPO GENERICO SUBLINEA 5     |GENERICO 5|0000|                              |EMP|U  |UNIDAD                        
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |005|MATERIAL DE EMPAQUE Y MARCADA |09998|GENERICOS AL 50%              |9998|GENERICOS AL 50%              |GENR AL 50|0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |006|ART. CONSUMO                  |00601|ARTICULOS DE CONSUMO          |0001|UTILES                        |UTILES    |0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |006|ART. CONSUMO                  |00601|ARTICULOS DE CONSUMO          |0002|PAPELERIA                     |PAPELERIA |0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |006|ART. CONSUMO                  |00601|ARTICULOS DE CONSUMO          |0003|FORMAS INTERNAS               |FORMAS INT|0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |006|ART. CONSUMO                  |00601|ARTICULOS DE CONSUMO          |0004|ASEO                          |ASEO      |0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |006|ART. CONSUMO                  |00601|ARTICULOS DE CONSUMO          |0005|CAFETERIA Y MENAJES           |CAFT/MENAJ|0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |006|ART. CONSUMO                  |00601|ARTICULOS DE CONSUMO          |0009|DOTACIONES Y SEGUR. INDUSTRIAL|DOT Y SEGU|0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |006|ART. CONSUMO                  |00601|ARTICULOS DE CONSUMO          |0012|ELEMENTOS ATCION AL PCO Y MCDA|EL.A.AL.P |0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |006|ART. CONSUMO                  |00601|ARTICULOS DE CONSUMO          |0014|ALMACENAMIENTO Y TRANSPORTE   |ALMC/TRANS|0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |006|ART. CONSUMO                  |00601|ARTICULOS DE CONSUMO          |0015|SOSTENIMIENTO EQUIPOS         |SOST.EQPOS|0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |006|ART. CONSUMO                  |00601|ARTICULOS DE CONSUMO          |0017|REPUESTOS MANTENIMIENTO       |REP.MANTEN|0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |006|ART. CONSUMO                  |00601|ARTICULOS DE CONSUMO          |0020|BEBIDAS                       |BEBIDAS   |0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |006|ART. CONSUMO                  |00601|ARTICULOS DE CONSUMO          |0021|SEGURIDAD FISICA              |SEG.FISICA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |006|ART. CONSUMO                  |00601|ARTICULOS DE CONSUMO          |1003|FORMAS INTERNAS (INMEDIATO)   |F.INTER(I)|0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |006|ART. CONSUMO                  |00601|ARTICULOS DE CONSUMO          |1004|ELEMENTOS DE ASEO (INMEDIATO) |ASEO (I)  |0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |006|ART. CONSUMO                  |00601|ARTICULOS DE CONSUMO          |1005|ELEMENTOS CAF.Y RESTAUR(INMED)|CAFET. (I)|0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |006|ART. CONSUMO                  |00601|ARTICULOS DE CONSUMO          |1006|DECORACION (INMEDIATO)        |DCORCION(I|0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |006|ART. CONSUMO                  |00601|ARTICULOS DE CONSUMO          |1009|ROPA E IMPLEM. TRAB. (INMED)  |ROPA (I)  |0000|                              |   |   |                              
